1	ਬਗ਼ੈਰ ਯਾਦਿ ਤੋ, ਗੋਯਾ; ਨ ਮੇ-ਤਵਾਨਮ ਜ਼ੀਸਤ॥			O Goya! I cannot live without Your remembrance, If pining for you ceases, then an end to life is the only thing coveted;				
1	ਬਸੂਇ ਦੋਸਤ, ਰਹਾਈ ਦਿਹੰਦ, ਜ਼ੂਦ ਮਰਾ॥੬॥੧॥			I will be free then to move in the direction of my Beloved. (1) (6)				
1	ਗ਼ਜ਼ਲ ੨॥ ਦੀਨੋ ਦੁਨੀਆ, ਦਰ ਕਮੰਦਿ, ਆਂ ਪਰੀ ਰੁਖ਼ਸਾਰਿ ਮਾ॥			Both the religion and the actions of the world are in the grip of my beloved, handsome and fairy-faced friend.				
1	ਹਰ ਦੋ ਆਲਮ ਕ਼ੀਮਤਿ, ਯੱਕ ਤਾਰਿ ਮੂਇ ਯਾਰਿ ਮਾ॥੧॥			Both the worlds, this and the next, are (not) equal to or match the price (weight) of just one hair of my friend-mentor, Guru Gobind Singh Ji. (2) (1)				
1	ਮਾ ਨ ਮੇ-ਆਰੇਮ, ਤਾਬਿ ਗ਼ਮਜ਼ਾਇ ਮਿਜ਼ਗਾਨਿ ਊ॥			I don't have the strength to bear the intensity of even one of his skewed looks,				
1	ਯੱਕ ਨਿਗਾਹਿ ਜਾਂ-ਫਿਜ਼ਾਇਸ਼, ਬਸ ਬਵਦ ਦਰਕਾਰਿ ਮਾ॥੨॥			Just one of his (blessed) looks, that prolongs life instantly, is enough for me. (2) (2)				
1	ਗਾਹੇ ਸੂਫ਼ੀ ਗਾਹੇ ਜ਼ਾਹਿਦ, ਗਹਿ ਕ਼ਲੰਦਰ ਮੇ ਸ਼ਵਦ॥			Sometimes, he acts like a mystic, sometimes like a meditator, and other times like a carefree recluse;				
1	ਰੰਗਹਾਇ ਮੁਖ਼ਤਲਿਫ਼, ਦਾਰਦ ਬੁੱਤਿ ਅੱਯਾਰਿ ਮਾ॥੩॥			He is our pilot steering our way; he operates in numerous different postures. (2) (3)				
1	ਕ਼ਦਰਿ ਲਾਅ਼ਲਿ ਊ, ਬਜੁਜ਼ ਆਸ਼ਿਕ਼, ਨਾ ਦਾਨਦ ਹੇਚਕਸ॥			Who other than his true devotee-lover can evaluate his pearl-like lips?				
1	ਕ਼ੀਮਤਿ ਯਾਕ਼ੂਤ ਦਾਨਦ, ਚਸ਼ਮਿ ਗੌਹਰਬਾਰਿ ਮਾ॥੪॥			The value of this gem is only appreciated by a diamond-rearing-vision. (2) (4)				
1	ਹਰ ਨਫ਼ਸ, ਗੋਯਾ ਬ-ਯਾਦਿ, ਨਰਗਿਸਿ ਮਖ਼ਮੂਰਿ ਊ॥			During every moment of Goyaa's life, my alert heart and soul are relishing				
1	ਬਾਦਾਹਾਇ ਸ਼ੌਕ਼ ਮੇ-ਨੋਸ਼ਦ, ਦਿਲਿ ਹੁਸ਼ਿਆਰਿ ਮਾ॥੫॥੨॥			the memory of intoxication of his Narcissus-like-imbued eyes. (2) (5)				
1	ਗ਼ਜ਼ਲ ੩॥ ਬਿਦਿਹ ਸਾਕ਼ੀ, ਮਰਾ ਯੱਕ ਜਾਮ, ਜ਼ਾਂ ਰੰਗੀਨੀਇ ਦਿਲਹਾ॥			O bartender! Kindly spare a heart-warming-shot out of your enjoyable intoxication for me also,				
1	ਬਚਸ਼ਮਿ ਪਾਕ-ਬੀਂ, ਆਸਾਂ ਕੁਨਮ, ਈਂ ਜੁਮਲਹ ਮੁਸ਼ਕਿਲਹਾ॥੧॥			so that with my eyes of recognizing the God-sent prophet, I can solve all my riddles. (3) (1)				
1	ਮਰਾ ਦਰ ਮੰਜ਼ਿਲਿ ਜਾਨਾਂ, ਹਮਹ ਐ਼ਸ਼ੋ ਹਮਹ ਸ਼ਾਦੀ॥			When moving towards the destination, my Beloved, I am ever in blissful elation.				
1	ਜਰਸ ਬੇਹੂਦਹ ਮੇ-ਨਾਲਦ, ਕੁਜਾ ਬੰਦੇਮ ਮਹ਼ਮਿਲਹਾ॥੨॥			The bell in the neck of a female camel is peeling for nothing. It cannot stop me from proceeding to my goal. (3) (2)				
1	ਖ਼ੁਦਾ ਹ਼ਾਜ਼ਿਰ ਬਵਦ ਦਾਇਮ, ਬਿਬੀਂ ਦੀਦਾਰਿ ਪਾਕਸ਼ ਰਾ॥			The Akaalpurakh is Omnipresent. Our strive to seek his glimpses should be spontaneous				
1	ਨਾ ਗਿਰਦਾਬੇ ਦਰੋ ਹਾਇਲ, ਨਾ ਦਰਿਆਓ, ਨਾ ਸਾਹਿਲਹਾ॥੩॥			Without any obstacle of the whirlpool, the torrent or the bank of the river. (3) (3)				
1	ਚਿਰਾ ਬੇਹੂਦਹ ਮੇ ਗਰਦੀ, ਬ-ਸਹਿਰਾਂ ਓ ਬ-ਦਸ਼ਤ, ਐ ਦਿਲ॥			Why are we wandering (aimlessly) in jungles and wildernesses,				
1	ਚੂੰ ਆਂ ਸੁਲਤ਼ਾਨਿ ਖ਼ੂਬਾਂ, ਕਰਦਹ ਅੰਦਰ ਦੀਦਹ ਮੰਜ਼ਿਲਹਾ॥੪॥			When He, The Master of Beauty, has made his abode in our own eyes? (3) (4)				
1	ਚੂੰ ਗ਼ੈਰ ਅਜ਼ ਜ਼ਾਤਿ-ਪਾਕਿਸ਼ ਨੇਸਤ, ਦਰ ਹਰ ਜਾ ਕਿ ਮੇ-ਬੀਨਮ॥			When I look around without the Akaalpurakh, I see only a big void;				
1	ਬੁਗੋ ਗੋਯਾ, ਕੁਜਾ ਬੁ ਗੁਜ਼ਾਰਮ, ਈਂ ਦੁਨੀਆ ਓ ਅਹਲਿਲ ਹਾ॥੫॥੩॥			Then Goyaa, you tell me, with whom can I entrust this world and my family and household affairs? (3) (5)				
2	ਗ਼ਜ਼ਲ ੪॥ ਬਿਆ ਐ ਸਾਕ਼ੀਇ ਰੰਗੀਨ, ਜ਼ਿ ਮੈ ਪੁਰ ਕੁਨ ਅੱਯਾਗ ਈਂਜਾ॥			O bartender! Please fill up my glass with a colored alcohol, cup of love,				
2	ਨਸ਼ਾਇ ਲਾਅ਼ਲਿ ਮੈ-ਗੂਨਤ, ਜ਼ਿ ਹ਼ੱਕ਼ ਬਖ਼ਸ਼ਦ ਸੁਰਾਗ਼ ਈਂਜਾ॥੧॥			Because ruby-colored alcohol will give me clues towards my Master. (4) (1)				
2	ਅਨਲ-ਹ਼ੱਕ਼ ਅਜ਼ ਲਬਿ ਮਨਸੂਰ, ਹਮਚੂੰ ਸ਼ੀਸ਼ਾ ਕੁਲਕੁਲ ਕਰਦ॥			If the long-necked decanter, like the word, 'Analhaqq', coming out of Mansoor's lips, were to create the ripple sound,				
2	ਕਿਹ ਆਰਦ ਤਾਬਿ ਈਂ ਸਹਬਾ, ਕੁਜਾ ਜਾਮਿ ਦਿਮਾਗ਼ ਈਂਜਾ॥੨॥			Then, who will endure the strength of such a wee-hour alcohol? And where would there be a brain-cup (to receive such a powerful drink)? (4) (2)				
2	ਜਹਾਂ ਤਾਰੀਕ ਸ਼ੁਦ; ਜਾਨਾਂ, ਬਰ ਅਫ਼ਰੋਜ਼ਈ ਕ਼ੱਦਿ ਰਾਅ਼ਨਾ॥			There is darkness in the world. O beloved! Enhance your beauty by increased burnishing, and your moon-face be a candle to the way-farer.				
2	ਨੁਮਾ ਰੁਖ਼ਸਾਰਾਇ ਤਾਬਾਂ; ਕਿ ਮੇ-ਬਾਇਦ ਚਰਾਗ਼ ਈਂ ਜਾ॥੩॥			And make your face conspicuously identifiable, because there is a need of a light (lamp) in this world. (4) (3)				
2	ਬਈਂ ਯਕ-ਦਮ ਕਿ ਯਾਦ ਆਈ, ਤਵਾਂ ਉ਼ਮਰੇ ਬਸਰ ਬੁਰਦਨ॥			The whole life becomes worth living if we can grab a moment (ecstacy) in our Master's remembrance,				
2	ਅਗਰ ਯਕਦਮ ਕਸੇ ਯਾਬਦ, ਬਸ਼ੌਕ਼ਿ ਹ਼ੱਕ਼ ਫ਼ਰਾਗ਼ ਈਂਜਾ॥੪॥			Provided, one happens to have such a trice of eagerness, keenness and zest for Akaalpurakh's love. (4) (4)				
2	ਦੋ ਚਸ਼ਮਿ ਮਨ, ਕਿ ਦਰਿਯਾਇ ਅਜ਼ੀਮੁੱਸ਼ਾਂ ਬਵਦ ਗੋਯਾ॥			Goyaa says, Both of my eyes are like a long and large stream,				
2	ਜ਼ਿ ਹਰ ਅਸ਼ਕਮ, ਬਵਦ ਸ਼ਾਦਾਬੀਇ ਸਦ ਬਾਗ਼ ਬਾਗ਼, ਈਂ ਜਾ॥੫॥੪॥			And every tear coming out of them can bring greenery to hundreds of smiling gardens (because of my faith). (4) (5)				
2	ਗ਼ਜ਼ਲ ੫॥ ਰਹਿ-ਰਸਾਨਿ, ਰਾਹਿ ਹ਼ੱਕ਼, ਆਮਦ ਅਦਬ॥			It is essential for the travellers on the path towards the Creator to have His remembrance in their hearts,				
2	ਹਮ ਬਦਿਲ ਯਾਦਿ ਖ਼ੁਦਾ, ਓ ਹਮ ਬਲਬ॥੧॥			And additionally, should have meditation of His Naam on their lips. (5) (1)				
2	ਹਰ ਕੁਜਾ ਦੀਦੇਮ, ਅਨਵਾਰਿ ਖ਼ੁਦਾ॥			At every place, I observe the radiance and manifestation of the Providence				
2	ਬਸਕਿ ਅਜ਼ ਸੁਹ਼ਬਤਿ ਬਜ਼ੁਰਗਾਂ, ਸ਼ੁਦ ਜਜ਼ਬ॥੨॥			When I get absorbed in the company of noble souls (which confers on me the blessing of realization). (5) (2)				
2	ਚਸ਼ਮਿ-ਮਾ, ਗ਼ੈਰ ਅਜ਼ ਜਮਾਲਸ਼, ਵਾ ਨ ਸ਼ੁਦ॥			Our (inside) eyes cannot be really opened without Akaalpurakh's elegance,				
2	ਜ਼ਾਂ ਕਿ, ਜੁਮਲਹ ਖ਼ਲਕ਼ ਰਾ, ਦੀਦੇਮ ਰੱਬ॥੩॥			Because we perceive His presence in the entire humanity. (5) (3)				
2	ਖ਼ਾਕਿ ਕ਼ਦਮਸ਼, ਰੌਸ਼ਨੀਇ ਦਿਲ ਕੁਨਦ॥			The dust of their feet (humility) can enlighten our hearts, provided,				
2	ਗਰ ਤੁਰਾ, ਬਾ-ਸਾਲਿਕ਼ਾਂ, ਬਾਸ਼ਦ ਨਸਬ॥੪॥			we can establish a sound relationship with those noble souls who are treading this path (of deep devotion for the Master). (5) (4)				
2	ਕੀਸਤ ਗੋਯਾ; ਕੁ ਮੁਰਾਦਿ ਦਿਲ ਨ ਯਾਫ਼ਤ॥			Bhai Sahib (Goyaa) is posing the question: Who is that person				
2	ਹਰਕਸੇ ਬਾ-ਨਫ਼ਸਿ ਖ਼ੁਦ, ਕਰਦਹ ਗ਼ਜ਼ਬ॥੫॥੫॥			whose inner desires have not been fulfilled after he can get over his ego? (5) (5)				
2	ਗ਼ਜ਼ਲ ੬॥ ਦਿਲ ਅਗਰ ਦਾਨਾ ਬਵਦ, ਅੰਦਰ ਕਿਨਾਰਸ਼ ਯਾਰਹਸ੍ਤ॥			If our mind and heart were intelligent, then the Beloved is in their embrace, and,				
2	ਚਸ਼ਮ ਗਰ ਬੀਨਾ ਬਵਦ, ਦਰ ਹਰ ਤ਼ਰਫ਼ ਦੀਦਾਰ ਹਸ੍ਤ॥੧॥			if our eyes were able to appreciate all that they see, then, they will see glimpses and glimpses (of the Beloved) all over. (6) (1)				
2	ਹਰ ਤ਼ਰਫ਼ ਦੀਦਾਰ; ਅੱਮਾ ਦੀਦਾਇ ਬੀਨਾ ਕੁਜਾਸਤ॥			There are glimpses and glimpses (of the Beloved) all over, but where is the eye to appreciate them?				
2	ਹਰ ਤ਼ਰਫ ਤ਼ੂਰ ਅਸਤ, ਹਰ ਸੂ ਸ਼ੋਅ਼ਲਾਏ ਅਨਵਾਰ ਹਸਤ॥੨॥			There is the Mount Sinai all over, and there are leaping flames of His glow and refulgence. (6) (2)				
2	ਸਰ ਅਗਰ ਦਾਰੀ; ਬਿਰੌ ਸਰ ਰਾ ਬਿਨਿਹ ਦਰਿ ਪਾਇ ਊ॥			If you have a head on your body, you should go to Him and place it on His lotus feet;				
2	ਜਾਂ ਅਗਰ ਦਾਰੀ, ਨਿਸਾਰਸ਼ ਕੁਨ, ਅਗਰ ਦਰਕਾਰ ਹਸਤ॥੩॥			And, if you have life in you which you value very much, then sacrifice it for Him. (6) (3)				
2	ਦਸਤ ਅਗਰ ਦਾਰੀ; ਬਿਰੌ ਦਾਮਾਨਿ ਜਾਨਾਂ ਰਾ ਬਿਗੀਰ॥			If you have a hand, then grab and hold tight the corner of His robe.				
2	ਸੂਏ ਊ ਮੇ ਰੌ, ਅਗਰ ਪਾ ਰਾ, ਸਰਿ ਰਫ਼ਤਾਰ ਹਸਤ॥੪॥			If your feet are anxious (or have the strength) to walk, then start walking fast towards Him. (6) (4)				
2	ਗ਼ੋਸ਼ ਗਰ ਸ਼ੁਨਵਾ ਬਵਦ, ਜੁਜ਼ ਨਾਮਿ ਹ਼ੱਕ਼ ਕੈ ਬੁਸ਼ਨਵਦ॥			If we have ears that have perfect hearing then they should not hear anything other than the Naam of Akaalpurakh.				
2	ਗਰ ਜ਼ਬਾਂ ਗੋਯਾ ਬਵਦ, ਦਰ ਹਰ ਸੁਖ਼ਨ ਅਸਰਾਰ ਹਸਤ॥੫॥			If our tongue has the power to speak, then it should utter mystic expressions. (6) (5)				
2	ਬ੍ਰਾਹਮਨਿ ਮੁਸ਼ਤਾਕ਼ਿ ਬੁੱਤ, ਜ਼ਾਹਿਦ ਫ਼ਿਦਾਇ ਖ਼ਾਨਕ਼ਾਹ॥			A Brahmin is a devotee of his idol and a Muslim of his shrine;				
2	ਹਰ ਕੁ ਜਾ, ਜਾਮਿ ਮੁਹ਼ੱਬਤ, ਦੀਦਾਅਮ ਸਰਸ਼ਾਰ ਹਸਤ॥੬॥			I am enamored wherever I find an adorer-connoisseur of 'devotion'. (6) (6)				
2	ਬੇ-ਅਦਬ ਪਾ ਰਾ ਮਨਿਹ ਮਨਸੂਰਵਸ਼, ਦਰ ਰਾਹਿ ਇ਼ਸ਼ਕ਼॥			Like Mansorr, do not step on the path of devotion with arrogance,				
2	ਰਹ-ਰਵਿ, ਈਂ ਰਾਹਿ ਰਾ, ਅੱਵਲ ਕ਼ਦਮ ਬਰ ਦਾਰ ਹਸਤ॥੭॥			Otherwise, it is a path where there is a crucifix at the very first step.(6) (7)				
2	ਹਰ ਚਿ ਦਾਰੀ ਦਰ ਬਿਸਾਤਿ ਖ਼ੁਦ, ਨਿਸਾਰਿ ਯਾਰ ਕੁਨ॥			Goya says, If your disposition is similar to mine of getting mollified by diamonds,				
2	ਗਰ ਤੁਰਾ ਮਾਨਿੰਦਿ ਗੋਯਾ, ਤ਼ੱਬਆ਼-ਇ ਗੌਹਰਬਾਰ ਹਸਤ॥੮॥੬॥			Even then, you should willingly sacrifice all your assets for your Beloved. (6) (8)				
3	ਗ਼ਜ਼ਲ ੭॥ ਗਦਾਇ ਕੂਇ ਤੁਰਾ, ਮੈਲਿ ਬਾਦਿਸ਼ਾਹੀ ਨੇਸਤ॥			Goyaa, the beggar and mendicant in your street, has absolutely no desire for an imperial kingdom,				
3	ਹਵਾਇ ਸਲਤ਼ਨਤੋ, ਜ਼ੌਕ਼ਿ ਕਜਕੁਲਾਹੀ ਨੇਸਤ॥੧॥			He does have a desire for a realm but not only for the sake of a royal tilted cap of power (which brings in ego). (7) (1)				
3	ਹਰ ਆਂ ਕਿ, ਮੁਮਲਿਕਤਿ ਦਿਲ ਗ੍ਰਿਫ਼ਤ, ਸੁਲਤ਼ਾਂ ਸ਼ੁਦ॥			Whosoever has won over the realm of 'mind', he is considered as the all-powerful monarch,				
3	ਕਸੇ ਕਿ ਯਾਫ਼ਤ ਤੁਰਾ, ਹਮਚੁ ਓ ਸਿਪਾਹੀ ਨੇਸਤ॥੨॥			And, whosoever has discovered You does not have a rival as a soldier. (7) (2)				
3	ਗਦਾਇ ਦਰਗਹਿ ਤੋ, ਬਾਦਿਸ਼ਾਹਿ ਹਰ ਦੋ ਸਰਾਂਸਤ॥			(Addressing Dasam Guru) An established beggar in your street is the emperor of both the worlds,				
3	ਅਸੀਰਿ ਖ਼ਤਿ ਤੁਰਾ, ਹਾਜਤਿ ਰਹਾਈ ਨੇਸਤ॥੩॥			The captive of the ecstasy of the love of your burgeoning hair is not just looking for resurrection. (7) (3)				
3	ਕੁਦਾਮ ਦੀਦਹ, ਕਿ ਦਰ ਵੈ ਸਵਾਦਿ ਨੂਰਿ ਤੂ ਨੇਸਤ॥			Which is that eye that does not have the glow of Your glory?				
3	ਕੁਦਾਮ ਸੀਨਹ, ਕਿ ਊ ਮਖ਼ਜ਼ਨਿ ਇਲਾਹੀ ਨੇਸਤ॥੪॥			Which is that body (chest) that doesn't have godly treasures in it? (7) (4)				
3	ਫ਼ਿਦਾਇ ਊ ਸ਼ੌ, ਵ ਉਜ਼ਰੇ ਮਖ਼੍ਵਾਹ, ਐ ਗੋਯਾ॥			Goyaa says, Do not hesitate or make excuses but sacrifice yourself for Him,				
3	ਕਿ ਦਰ ਤ਼ਰੀਕ਼ਤਿ-ਮਾ, ਜਾਇ ਉਜ਼ਰ ਖ਼੍ਵਾਹੀ ਨੇਸਤ॥੫॥੭॥			Because in the vocabulary of lovers (of true devotees), there is no word like 'excuse'. (7) (5)				
3	ਗ਼ਜ਼ਲ ੮॥ ਅਜ਼ ਪੇਸ਼ਿ ਚਸ਼ਮ, ਆਂ ਬੁਤਿ ਨਾਂ-ਮਿਹਰਬਾਂ ਗੁਜ਼ਸਤ॥			A non-compassionate cruel beloved passed through before my eyes;				
3	ਜਾਨਾਂ ਗੁਜ਼ਸ਼ਤ, ਤਾ ਜ਼ਿ ਰਹੇ ਦੀਦਹ, ਜਾਂ ਗੁਜ਼ਸ਼ਤ॥੧॥			As the beloved went through, it was as if my life (heart and soul) passed away through my eyes. (8) (1)				
3	ਰੰਗਸ਼ ਕਬੂਦ ਕਰਦ, ਵ ਦਿਲਸ਼ ਪੁਰ ਸ਼ਰਾਰਹ ਸਾਖ਼ਤ॥			The smoke from my continued sighs rose high and deep through the sky,				
3	ਅਜ਼ ਬਸਕਿ ਦੂਦਿ, ਆਹਿ ਮਨ, ਅਜ਼ ਆਸਮਾਂ ਗੁਜ਼ਸ਼ਤ॥੨॥			That they changed its very complexion into teal-blue color and charred its heart. (8) (2)				
3	ਮਾ ਰਾ ਬਾ-ਯਕ ਇਸ਼ਾਰਾਇ ਅਬਰੂ, ਸ਼ਹੀਦ ਕਰਦ॥			With one pointer with his eyebrows, he simply (metaphorically) murdered (martyred) us,				
3	ਅਕਨੂੰ ਇ਼ਲਾਜ ਨੇਸਤ, ਕਿ ਤੀਰ ਅਜ਼ ਕਮਾਂ ਗੁਜ਼ਸ਼ਤ॥੩॥			But there is no treatment now when the arrow has been shot from the bow. (8) (3)				
3	ਯੱਕ ਦਮ ਬ-ਖ਼੍ਵੇਸ਼ ਰਾਹਿ; ਨਾ ਬੁਰਦਮ, ਕਿ ਕੀਸਤਮ॥			Goyaa says, I cannot attain nor understand my reality as to who I am,				
3	ਐ ਵਾਇ, ਨਕ਼ਦਿ ਜ਼ਿੰਦਗੀਅਮ, ਰਾਇਗਾਂ ਗੁਜ਼ਸ਼ਤ॥੪॥			Alas ! I have simply wasted all my life's assets.? (8) (4)				
3	ਹਰਗਿਜ਼ ਬ-ਸੈਰਿ ਰੋਜ਼ਾਇ ਰਿਜ਼ਵਾਂ, ਨ ਮੇ ਰਵਦ॥			Goyaa says, If someone ever happens to pass through the street of the Beloved,				
3	ਗੋਯਾ ਕਸੇ ਕਿ ਜਾਨਿਬਿ, ਕੂਇ ਬੁੱਤਾਂ ਗੁਜ਼ਸ਼ਤ॥੫॥੮॥			He would then never go for a stroll (which will be beneath the above pleasure) even in the heavenly garden.? (8) (5)				
3	ਗ਼ਜ਼ਲ ੯॥ ਬਦਰ, ਦਰ ਪੇਸ਼ਿ ਰੁਖ਼ਤ, ਸ਼ਰਮਿੰਦਹ ਅਸਤ॥			The moon is abashed when compared to your (beautiful) face,				
3	ਬਲਕਿ, ਖ਼ੁਰਸ਼ੀਦਿ ਜਹਾਂ; ਹਮ ਬੰਦਹ ਅਸਤ॥੧॥			In fact, even the world's sun is also mortified before your radiance, O Guru! its glow and light is subservient to yours. (9) (1)				
3	ਚਸ਼ਮਿ ਮਾ, ਹਰਗਿਜ਼ ਬਗ਼ੈਰ ਅਜ਼ ਹ਼ੱਕ਼, ਨ ਦੀਦ॥			Goyaa: My eyes have never recognized anyone other than the Akaalpurakh.				
3	ਐ ਖ਼ੁਸ਼ਾ ਚਸ਼ਮੇ, ਕਿ ਹ਼ੱਕ਼ ਬੀਨਿੰਦਹ ਅਸਤ॥੨॥			Blessed are the eyes which can possibly see the Almighty.? (9) (2)				
3	ਮਾ ਨ ਮੇ-ਲਾਫ਼ੇਮ, ਅਜ਼ ਜ਼ੁਹਦੋ ਰਿਆ॥			I do not brag about my meditation or sanctimony,				
3	ਗਰ ਗੁਨਾਹਗਾਰੇਮ, ਹ਼ੱਕ਼ ਬਖ਼ਸ਼ਿੰਦਹ ਅਸਤ॥੩॥			But if I am ever guilty of this sin, the Waaheguru is all-Forgiving.? (9) (3)				
3	ਦੀਗਰੇ ਰਾ, ਅਜ਼ ਕੁਜਾ, ਆਰੇਮ ਮਾ॥			Where can we find another one,				
3	ਸ਼ੋਰ ਦਰ ਆ਼ਲਮ, ਯਕੇ ਅਫ਼ਗੰਦਹ ਅਸਤ॥੪॥			When there is so much of noise and ado about the Only One. (9) (4)				
3	ਹ਼ਰਫ਼ਿ ਗ਼ੈਰ, ਅਜ਼ ਹ਼ੱਕ਼ ਨਿਆਇਦ ਹੇਚਗਾਹ॥			No word, other than the Naam of the Waaheguru ever comes to the lips of Goyaa,				
3	ਬਰ ਲਬਿ ਗੋਯਾ, ਕਿ ਹ਼ੱਕ਼ ਬਖ਼ਸ਼ਿੰਦਹ ਅਸਤ॥੫॥੯॥			because of His divine attribute being All-forgiving. (9) (5)				
4	ਗ਼ਜ਼ਲ ੧੦॥ ਦਰਮਿਆਨਿ ਬਜ਼ਮਿ ਮਾ, ਜੁਜ਼ ਕਿੱਸਾਇ ਜਾਨਾਨਾ ਨੇਸਤ॥			In (the chamber of my heart) our gathering, no sermon or discourse other than that about Akaalpurakh is delivered,				
4	ਬੇ-ਹ਼ਿਜਾਬਾ ਅੰਦਰੀਂ ਮਜਲਿਸ, ਕਿ ਕਸ ਬੇਗਾਨਾ ਨੇਸਤ॥੧॥			Come in and join this congregation. There is no stranger here (in the secrecy of this rendezous). (10) (1)				
4	ਬੁ-ਗਜ਼ਰ ਅਜ਼ ਬੇਗਾਨਗੀਹਾ, ਓ ਬਖ਼ੁਦ ਸ਼ਉ ਆਸ਼ਨਾ॥			Without worrying about others' personalities, try to understand your own;				
4	ਹਰ-ਕਿ ਬਾ-ਖ਼ੁਦ ਆਸ਼ਨਾ ਸ਼ੁਦ, ਅਜ਼ ਖ਼ੁਦਾ ਬੇਗਾਨਹ ਨੇਸਤ॥੨॥			Anyone who has understood his own self is no longer stranger to the Akaalpurakh. (10) (2)				
4	ਸ਼ੌਕ਼ਿ ਮੌਲਾ ਹਰ ਕਿਰਾ ਬਾਸ਼ਦ, ਹਮਾਂ ਸਾਹ਼ਿਬ-ਦਿਲਸਤ॥			Anyone who has a longing to meet the Creator is the master of his own self.				
4	ਕਾਰਿ ਹਰ ਦਾਨਾ ਨਾ ਬਾਸ਼ਦ, ਕਾਰਿ ਹਰ ਦੀਵਾਨਹ ਨੇਸਤ॥੩॥			This kind of determination does not belong to any intelligent person nor to any maniac. (10) (3)				
4	ਨਾਸਿਹਾ, ਤਾ ਚੰਦ ਗੋਈ, ਕਿੱਸਾਹਾਇ ਵਾਅ਼ਜ਼ੋ ਪੰਦ॥			O sermonizer! How long shall you continue to deliver your sermons?				
4	ਬਜ਼ਮਿ ਮਸਤਾਂ ਅਸਤ ਜਾਇ, ਕਿੱਸਾ ਓ ਅਫ਼ਸਾਨਾ ਨੇਸਤ॥੪॥			This is a group of inebriated drunks (of Waaheguru's Naam): It is not a place for telling stories and tales. (10) (4)				
4	ਈਂ ਮਤ਼ਾਇ ਹ਼ੱਕ਼, ਬ-ਪੇਸ਼ਿ ਸਾਹ਼ਿਬਾਨਿ-ਦਿਲ ਬਵਦ॥			This divine treasure is only with the men of heart, the masters of their minds,				
4	ਚੂੰ ਬ-ਸ਼ਹ਼ਰਾ ਮੇ ਰਵੀ, ਦਰ ਗੋਸ਼ਾਇ ਵੀਰਾਨਹ ਨੇਸਤ॥੫॥			Why are you wandering in the wilderness? He does not abide in the nooks and corners of the desolate and ruined places. (10) (5)				
4	ਈਂ ਮਤ਼ਾਇ ਸ਼ੌਕ਼ਿ ਰਾ, ਅਜ਼ ਅ਼ਾਸ਼ਿਕਾਨਿ ਹ਼ੱਕ਼ ਬਖ਼੍ਵਾਹ॥			Ask the true devotees of Waaheguru about the treasures of fondness for Him;				
